LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,DATE
D. Russell - T. Prince - C. Reddish,LAL,1,11,145.8,104.3,41.5,66.7,1.14,22.2,57.1,80.0,70.6,0.3,84.2,86.1,101.03,66.0,2/28/2024
D. Russell - C. Reddish - J. Hayes,LAL,1,10,147.6,104.5,43.1,63.6,1.75,23.3,28.6,75.0,53.3,0.2,80.6,82.1,106.21,62.4,2/28/2024
L. James - C. Reddish - J. Hayes,LAL,1,10,147.6,104.5,43.1,63.6,1.75,23.3,28.6,75.0,53.3,0.2,80.6,82.1,106.21,62.4,2/28/2024
L. James - D. Russell - J. Hayes,LAL,1,10,147.6,104.5,43.1,63.6,1.75,23.3,28.6,75.0,53.3,0.2,80.6,82.1,106.21,62.4,2/28/2024
L. James - D. Russell - T. Prince,LAL,1,10,166.7,109.5,57.1,66.7,2.00,25.0,50.0,75.0,64.3,0.2,88.9,90.6,100.65,68.5,2/28/2024
L. James - T. Prince - C. Reddish,LAL,1,10,159.1,113.6,45.5,66.7,2.00,24.2,50.0,66.7,60.0,0.2,88.9,90.6,104.55,66.7,2/28/2024
D. Russell - T. Prince - J. Hayes,LAL,1,9,152.6,110.5,42.1,70.0,1.75,25.0,40.0,71.4,58.3,0.2,90.0,91.3,103.64,65.6,2/28/2024
L. James - T. Prince - J. Hayes,LAL,1,9,152.6,110.5,42.1,70.0,1.75,25.0,40.0,71.4,58.3,0.2,90.0,91.3,103.64,65.6,2/28/2024
T. Prince - C. Reddish - J. Hayes,LAL,1,9,152.6,110.5,42.1,70.0,1.75,25.0,40.0,71.4,58.3,0.2,90.0,91.3,103.64,65.6,2/28/2024
L. James - S. Dinwiddie - A. Reaves,LAL,1,8,135.7,121.4,14.3,62.5,2.50,25.0,25.0,60.0,50.0,0.1,79.2,79.2,87.27,64.6,2/28/2024
L. James - S. Dinwiddie - R. Hachimura,LAL,1,8,135.7,121.4,14.3,62.5,2.50,25.0,25.0,60.0,50.0,0.1,79.2,79.2,87.27,64.6,2/28/2024
S. Dinwiddie - T. Prince - C. Reddish,LAL,1,8,80.0,116.7,-36.7,33.3,0.33,8.0,33.3,88.9,61.1,0.3,46.4,50.8,112.13,24.2,2/28/2024
A. Davis - C. Reddish - A. Reaves,LAL,1,7,82.4,105.9,-23.5,33.3,0.67,9.5,25.0,100,60.0,0.2,46.2,48.9,109.46,33.3,2/28/2024
A. Davis - S. Dinwiddie - C. Reddish,LAL,1,7,58.8,113.3,-54.5,25.0,0.17,5.0,25.0,100,60.0,0.4,36.4,40.6,112.39,4.5,2/28/2024
A. Davis - S. Dinwiddie - T. Prince,LAL,1,7,58.8,113.3,-54.5,25.0,0.17,5.0,25.0,100,60.0,0.4,36.4,40.6,112.39,4.5,2/28/2024
A. Davis - T. Prince - C. Reddish,LAL,1,7,58.8,113.3,-54.5,25.0,0.17,5.0,25.0,100,60.0,0.4,36.4,40.6,112.39,4.5,2/28/2024
L. James - A. Davis - S. Dinwiddie,LAL,1,7,146.2,125.0,21.2,62.5,2.50,26.3,33.3,55.6,50.0,0.2,86.4,86.4,88.24,69.9,2/28/2024
A. Davis - T. Prince - A. Reaves,LAL,1,6,71.4,123.1,-51.6,25.0,0.33,6.3,14.3,100,50.0,0.2,40.0,44.2,114.02,19.2,2/28/2024
S. Dinwiddie - C. Reddish - A. Reaves,LAL,1,6,71.4,123.1,-51.6,25.0,0.33,6.3,14.3,100,50.0,0.2,40.0,44.2,114.02,19.2,2/28/2024
S. Dinwiddie - T. Prince - A. Reaves,LAL,1,6,71.4,123.1,-51.6,25.0,0.33,6.3,14.3,100,50.0,0.2,40.0,44.2,114.02,19.2,2/28/2024
T. Prince - C. Reddish - A. Reaves,LAL,1,6,71.4,123.1,-51.6,25.0,0.33,6.3,14.3,100,50.0,0.2,40.0,44.2,114.02,19.2,2/28/2024
A. Davis - S. Dinwiddie - D. Russell,LAL,1,5,76.9,100.0,-23.1,60.0,0.75,17.6,25.0,100,70.0,0.3,55.6,55.6,108.68,46.7,2/28/2024
S. Dinwiddie - D. Russell - A. Reaves,LAL,1,4,100.0,111.1,-11.1,60.0,3.00,23.1,0.0,100,57.1,0.1,62.5,62.5,109.88,57.9,2/28/2024
S. Dinwiddie - D. Russell - R. Hachimura,LAL,1,4,100.0,111.1,-11.1,60.0,3.00,23.1,0.0,100,57.1,0.1,62.5,62.5,109.88,57.9,2/28/2024
A. Davis - D. Russell - C. Reddish,LAL,1,3,40.0,75.0,-35.0,0.0,0.00,0.0,100,100,100,0.6,33.3,33.3,78.07,166.7,2/28/2024
D. Russell - C. Reddish - A. Reaves,LAL,1,2,100.0,100.0,0.0,0.0,0.00,0.0,100,100,100,0.0,50.0,50.0,59.38,60.0,2/28/2024
L. James - A. Davis - C. Reddish,LAL,1,2,133.3,50.0,83.3,50.0,0.00,20.0,100,100,100,0.0,66.7,66.7,94.83,100,2/28/2024
L. James - C. Reddish - A. Reaves,LAL,1,2,133.3,50.0,83.3,50.0,0.00,20.0,100,100,100,0.0,66.7,66.7,94.83,100,2/28/2024
L. James - R. Hachimura - J. Hayes,LAL,1,2,40.0,100.0,-60.0,0.0,0.00,0.0,0.0,100,40.0,0.0,25.0,25.0,118.90,14.3,2/28/2024
S. Dinwiddie - D. Russell - C. Reddish,LAL,1,2,120.0,75.0,45.0,50.0,0.33,12.5,100,100,100,0.6,62.5,67.6,91.33,71.4,2/28/2024
S. Dinwiddie - D. Russell - T. Prince,LAL,1,2,120.0,75.0,45.0,50.0,0.33,12.5,100,100,100,0.6,62.5,67.6,91.33,71.4,2/28/2024
A. Davis - D. Russell - T. Prince,LAL,1,1,0.0,50.0,-50.0,0.0,0.00,0.0,100,100,100,1.0,0.0,0.0,104.35,100,2/28/2024
D. Russell - R. Hachimura - C. Reddish,LAL,1,1,66.7,66.7,0.0,0.0,0.00,0.0,0.0,100,33.3,0.0,33.3,33.3,157.09,25.0,2/28/2024
D. Russell - R. Hachimura - J. Hayes,LAL,1,1,66.7,66.7,0.0,0.0,0.00,0.0,0.0,100,33.3,0.0,33.3,33.3,157.09,25.0,2/28/2024
L. James - J. Hayes - A. Reaves,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,106.67,0.0,2/28/2024
L. James - R. Hachimura - C. Reddish,LAL,1,1,100.0,40.0,60.0,50.0,0.00,20.0,0.0,100,50.0,0.0,50.0,50.0,201.56,71.4,2/28/2024
L. James - S. Dinwiddie - C. Reddish,LAL,1,1,200.0,133.3,66.7,50.0,0.00,20.0,100,50.0,66.7,0.0,83.3,87.2,110.77,72.2,2/28/2024
L. James - S. Dinwiddie - D. Russell,LAL,1,1,300.0,100.0,200.0,50.0,0.00,25.0,100,100,100,0.0,83.3,87.2,79.01,86.7,2/28/2024
L. James - S. Dinwiddie - J. Hayes,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,106.67,0.0,2/28/2024
L. James - S. Dinwiddie - T. Prince,LAL,1,1,200.0,133.3,66.7,50.0,0.00,20.0,100,50.0,66.7,0.0,83.3,87.2,110.77,72.2,2/28/2024
R. Hachimura - C. Reddish - J. Hayes,LAL,1,1,66.7,66.7,0.0,0.0,0.00,0.0,0.0,100,33.3,0.0,33.3,33.3,157.09,25.0,2/28/2024
R. Hachimura - J. Hayes - A. Reaves,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,106.67,0.0,2/28/2024
S. Dinwiddie - J. Hayes - A. Reaves,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,106.67,0.0,2/28/2024
S. Dinwiddie - R. Hachimura - J. Hayes,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,106.67,0.0,2/28/2024
A. Davis - R. Hachimura - C. Reddish,LAL,1,0,200.0,0.0,200.0,100,0.00,50.0,0.0,100,100,0.0,100,100,464.52,133.3,2/28/2024
L. James - C. Reddish - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.71,0.0,2/28/2024
L. James - S. Dinwiddie - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.71,0.0,2/28/2024
L. James - T. Prince - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.71,0.0,2/28/2024
R. Hachimura - C. Reddish - A. Reaves,LAL,1,0,200.0,0.0,200.0,100,0.00,50.0,0.0,100,100,0.0,100,100,464.52,133.3,2/28/2024
S. Dinwiddie - C. Reddish - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.71,0.0,2/28/2024
S. Dinwiddie - T. Prince - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.71,0.0,2/28/2024
T. Prince - C. Reddish - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.71,0.0,2/28/2024
A. Davis - R. Hachimura - A. Reaves,LAL,1,31,120.3,114.5,5.8,61.3,3.80,20.9,25.8,80.0,52.5,0.1,54.9,57.7,98.07,54.8,2/29/2024
D. Russell - R. Hachimura - A. Reaves,LAL,1,30,121.7,113.3,8.3,61.3,4.75,21.8,25.8,81.5,51.7,0.1,54.9,56.2,97.07,53.7,2/29/2024
A. Davis - D. Russell - A. Reaves,LAL,1,29,118.3,111.9,6.5,60.0,4.50,20.7,27.3,81.5,51.7,0.1,53.3,54.6,97.03,52.8,2/29/2024
A. Davis - D. Russell - R. Hachimura,LAL,1,29,120.3,110.3,10.0,60.0,4.50,21.2,25.8,81.5,51.7,0.1,54.2,55.5,97.10,54.6,2/29/2024
L. James - A. Davis - A. Reaves,LAL,1,27,103.5,113.0,-9.5,60.0,2.50,18.8,27.6,76.9,50.9,0.1,52.0,54.1,98.68,48.0,2/29/2024
L. James - R. Hachimura - A. Reaves,LAL,1,27,110.9,116.7,-5.8,68.0,3.40,21.5,25.9,73.1,49.1,0.1,52.0,55.1,97.37,50.8,2/29/2024
L. James - D. Russell - R. Hachimura,LAL,1,25,116.3,110.4,5.9,60.0,3.75,21.1,26.9,69.6,46.9,0.1,54.0,54.6,93.87,52.0,2/29/2024
L. James - A. Davis - R. Hachimura,LAL,1,24,110.0,112.5,-2.5,65.2,3.00,20.8,28.0,73.9,50.0,0.1,52.1,54.4,96.92,51.1,2/29/2024
L. James - D. Russell - A. Reaves,LAL,1,24,106.3,112.8,-6.5,65.2,3.75,21.1,29.6,75.0,48.9,0.1,51.0,51.2,96.56,47.0,2/29/2024
L. James - A. Davis - D. Russell,LAL,1,23,104.3,108.9,-4.6,63.6,3.50,20.3,29.6,75.0,48.9,0.1,50.0,50.2,96.57,47.8,2/29/2024
A. Davis - S. Dinwiddie - A. Reaves,LAL,1,14,125.7,113.9,11.8,43.8,2.33,15.9,16.7,93.3,59.3,0.1,65.4,71.3,117.92,54.7,2/29/2024
A. Davis - S. Dinwiddie - D. Russell,LAL,1,12,134.6,119.2,15.4,50.0,6.00,17.1,25.0,91.7,58.3,0.0,58.7,64.9,108.35,57.9,2/29/2024
A. Davis - S. Dinwiddie - T. Prince,LAL,1,10,120.8,117.4,3.4,36.4,1.33,13.8,12.5,90.0,55.6,0.1,63.9,70.3,114.11,52.0,2/29/2024
S. Dinwiddie - R. Hachimura - A. Reaves,LAL,1,10,133.3,116.0,17.3,60.0,6.00,19.4,12.5,84.6,57.1,0.0,61.1,70.1,113.77,62.3,2/29/2024
L. James - D. Russell - J. Hayes,LAL,1,9,133.3,138.9,-5.6,60.0,3.00,23.1,28.6,50.0,40.0,0.1,64.7,65.5,95.29,44.9,2/29/2024
S. Dinwiddie - D. Russell - T. Prince,LAL,1,9,126.3,110.0,16.3,55.6,1.67,18.5,37.5,71.4,53.3,0.2,58.8,64.0,106.77,50.0,2/29/2024
A. Davis - S. Dinwiddie - R. Hachimura,LAL,1,8,140.0,114.3,25.7,55.6,5.00,19.2,16.7,90.0,62.5,0.1,66.7,73.8,115.95,62.8,2/29/2024
D. Russell - T. Prince - J. Hayes,LAL,1,7,114.3,126.7,-12.4,71.4,2.50,23.8,33.3,60.0,45.5,0.1,57.7,57.6,105.19,36.8,2/29/2024
L. James - D. Russell - T. Prince,LAL,1,7,100.0,111.1,-11.1,71.4,1.67,21.7,28.6,60.0,41.7,0.2,53.6,53.8,109.31,32.8,2/29/2024
L. James - S. Dinwiddie - T. Prince,LAL,1,7,100.0,100.0,0.0,42.9,1.00,15.0,33.3,80.0,54.5,0.2,62.5,62.5,109.95,39.3,2/29/2024
L. James - T. Prince - J. Hayes,LAL,1,7,114.3,126.7,-12.4,71.4,2.50,23.8,33.3,60.0,45.5,0.1,57.7,57.6,105.19,36.8,2/29/2024
S. Dinwiddie - D. Russell - A. Reaves,LAL,1,7,137.5,118.8,18.8,50.0,0.00,18.2,25.0,100,60.0,0.0,60.0,64.0,108.42,58.2,2/29/2024
S. Dinwiddie - D. Russell - R. Hachimura,LAL,1,7,137.5,100.0,37.5,50.0,0.00,19.0,14.3,88.9,56.3,0.0,60.0,64.0,109.44,66.7,2/29/2024
D. Russell - T. Prince - M. Christie,LAL,1,6,61.5,106.7,-45.1,100,1.50,18.8,0.0,80.0,33.3,0.2,30.0,35.3,121.45,19.5,2/29/2024
L. James - S. Dinwiddie - A. Reaves,LAL,1,6,82.4,118.8,-36.4,50.0,1.00,10.0,16.7,77.8,53.3,0.1,50.0,65.8,121.91,44.3,2/29/2024
L. James - S. Dinwiddie - D. Russell,LAL,1,6,91.7,100.0,-8.3,60.0,1.50,16.7,42.9,50.0,45.5,0.2,50.0,50.0,104.51,33.3,2/29/2024
L. James - S. Dinwiddie - J. Hayes,LAL,1,6,125.0,116.7,8.3,66.7,4.00,22.2,33.3,57.1,46.2,0.1,54.2,58.2,96.00,52.6,2/29/2024
A. Davis - T. Prince - A. Reaves,LAL,1,5,114.3,107.1,7.1,28.6,1.00,12.5,0.0,100,55.6,0.1,70.0,73.5,123.30,47.2,2/29/2024
L. James - A. Davis - S. Dinwiddie,LAL,1,5,76.9,116.7,-39.7,33.3,0.50,6.7,25.0,83.3,60.0,0.2,60.0,74.0,129.12,39.6,2/29/2024
L. James - D. Russell - M. Christie,LAL,1,5,100.0,108.3,-8.3,50.0,1.00,15.4,0.0,50.0,25.0,0.2,56.3,59.0,110.07,36.8,2/29/2024
S. Dinwiddie - T. Prince - A. Reaves,LAL,1,5,114.3,107.1,7.1,28.6,1.00,12.5,0.0,100,55.6,0.1,70.0,73.5,123.30,47.2,2/29/2024
A. Davis - D. Russell - T. Prince,LAL,1,4,130.0,120.0,10.0,50.0,2.00,15.4,25.0,80.0,55.6,0.1,56.3,66.6,108.23,57.1,2/29/2024
A. Davis - S. Dinwiddie - C. Reddish,LAL,1,4,133.3,144.4,-11.1,50.0,1.00,16.7,50.0,75.0,66.7,0.2,75.0,82.0,104.52,44.4,2/29/2024
A. Davis - S. Dinwiddie - M. Christie,LAL,1,4,130.0,100.0,30.0,40.0,0.00,16.7,0.0,100,42.9,0.0,55.6,63.0,129.00,68.4,2/29/2024
A. Davis - T. Prince - C. Reddish,LAL,1,4,133.3,144.4,-11.1,50.0,1.00,16.7,50.0,75.0,66.7,0.2,75.0,82.0,104.52,44.4,2/29/2024
A. Davis - T. Prince - M. Christie,LAL,1,4,130.0,100.0,30.0,40.0,0.00,16.7,0.0,100,42.9,0.0,55.6,63.0,129.00,68.4,2/29/2024
D. Russell - J. Hayes - M. Christie,LAL,1,4,122.2,133.3,-11.1,50.0,2.00,18.2,0.0,50.0,28.6,0.1,64.3,66.1,103.68,42.9,2/29/2024
L. James - J. Hayes - M. Christie,LAL,1,4,122.2,133.3,-11.1,50.0,2.00,18.2,0.0,50.0,28.6,0.1,64.3,66.1,103.68,42.9,2/29/2024
L. James - R. Hachimura - J. Hayes,LAL,1,4,150.0,137.5,12.5,50.0,0.00,20.0,0.0,50.0,33.3,0.0,64.3,72.1,89.30,61.7,2/29/2024
L. James - S. Dinwiddie - R. Hachimura,LAL,1,4,100.0,100.0,0.0,100,2.00,16.7,0.0,62.5,45.5,0.1,40.0,65.4,119.10,61.4,2/29/2024
L. James - T. Prince - M. Christie,LAL,1,4,55.6,100.0,-44.4,100,1.00,18.2,0.0,66.7,28.6,0.2,33.3,36.3,120.55,8.7,2/29/2024
S. Dinwiddie - D. Russell - J. Hayes,LAL,1,4,137.5,112.5,25.0,60.0,3.00,23.1,50.0,50.0,50.0,0.1,61.1,61.1,92.53,50.0,2/29/2024
S. Dinwiddie - T. Prince - C. Reddish,LAL,1,4,133.3,144.4,-11.1,50.0,1.00,16.7,50.0,75.0,66.7,0.2,75.0,82.0,104.52,44.4,2/29/2024
S. Dinwiddie - T. Prince - M. Christie,LAL,1,4,108.3,83.3,25.0,40.0,2.00,14.3,0.0,100,37.5,0.1,50.0,57.4,131.41,64.7,2/29/2024
A. Davis - D. Russell - C. Reddish,LAL,1,3,166.7,116.7,50.0,33.3,1.00,12.5,100,66.7,75.0,0.2,87.5,94.0,99.88,71.0,2/29/2024
D. Russell - T. Prince - C. Reddish,LAL,1,3,166.7,116.7,50.0,33.3,1.00,12.5,100,66.7,75.0,0.2,87.5,94.0,99.88,71.0,2/29/2024
L. James - J. Hayes - A. Reaves,LAL,1,3,120.0,150.0,-30.0,100,0.00,28.6,0.0,66.7,40.0,0.0,50.0,61.5,101.54,48.5,2/29/2024
R. Hachimura - J. Hayes - A. Reaves,LAL,1,3,120.0,150.0,-30.0,100,0.00,28.6,0.0,66.7,40.0,0.0,50.0,61.5,101.54,48.5,2/29/2024
S. Dinwiddie - D. Russell - C. Reddish,LAL,1,3,166.7,116.7,50.0,33.3,1.00,12.5,100,66.7,75.0,0.2,87.5,94.0,99.88,71.0,2/29/2024
S. Dinwiddie - R. Hachimura - J. Hayes,LAL,1,3,80.0,83.3,-3.3,100,0.00,16.7,0.0,60.0,37.5,0.0,25.0,41.0,104.90,68.8,2/29/2024
S. Dinwiddie - T. Prince - J. Hayes,LAL,1,3,157.1,128.6,28.6,60.0,3.00,25.0,66.7,50.0,60.0,0.1,68.8,68.8,96.46,46.3,2/29/2024
T. Prince - J. Hayes - M. Christie,LAL,1,3,71.4,125.0,-53.6,100,2.00,22.2,0.0,66.7,33.3,0.1,40.0,42.5,114.89,22.2,2/29/2024
A. Davis - A. Reaves - M. Christie,LAL,1,2,166.7,80.0,86.7,25.0,0.00,14.3,0.0,100,50.0,0.0,80.0,85.0,133.11,100,2/29/2024
A. Davis - D. Russell - M. Christie,LAL,1,2,75.0,125.0,-50.0,100,0.00,20.0,0.0,100,40.0,0.0,25.0,33.8,123.74,33.3,2/29/2024
D. Russell - R. Hachimura - J. Hayes,LAL,1,2,200.0,150.0,50.0,33.3,0.00,20.0,0.0,33.3,25.0,0.0,87.5,90.1,78.37,63.3,2/29/2024
L. James - A. Davis - T. Prince,LAL,1,2,66.7,100.0,-33.3,0.0,0.00,0.0,0.0,100,60.0,0.2,66.7,66.7,119.10,36.8,2/29/2024
L. James - T. Prince - A. Reaves,LAL,1,2,66.7,100.0,-33.3,0.0,0.00,0.0,0.0,100,60.0,0.2,66.7,66.7,119.10,36.8,2/29/2024
S. Dinwiddie - A. Reaves - M. Christie,LAL,1,2,166.7,80.0,86.7,25.0,0.00,14.3,0.0,100,50.0,0.0,80.0,85.0,133.11,100,2/29/2024
S. Dinwiddie - D. Russell - M. Christie,LAL,1,2,50.0,85.7,-35.7,100,1.00,14.3,0.0,100,33.3,0.2,20.0,27.6,130.00,14.3,2/29/2024
S. Dinwiddie - J. Hayes - A. Reaves,LAL,1,2,100.0,125.0,-25.0,100,0.00,20.0,0.0,66.7,40.0,0.0,33.3,51.5,103.78,58.8,2/29/2024
T. Prince - A. Reaves - M. Christie,LAL,1,2,166.7,80.0,86.7,25.0,0.00,14.3,0.0,100,50.0,0.0,80.0,85.0,133.11,100,2/29/2024
A. Davis - C. Reddish - A. Reaves,LAL,1,1,66.7,150.0,-83.3,100,1.00,25.0,0.0,100,50.0,0.3,50.0,50.0,134.40,-14.3,2/29/2024
D. Russell - J. Hayes - A. Reaves,LAL,1,1,200.0,200.0,0.0,100,0.00,50.0,0.0,0.0,0.0,0.0,100,100,96.00,37.5,2/29/2024
D. Russell - R. Hachimura - M. Christie,LAL,1,1,300.0,200.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,125.0,123.0,69.68,80.0,2/29/2024
L. James - R. Hachimura - M. Christie,LAL,1,1,300.0,200.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,125.0,123.0,69.68,80.0,2/29/2024
L. James - S. Dinwiddie - M. Christie,LAL,1,1,0.0,33.3,-33.3,0.0,0.00,0.0,0.0,0.0,0.0,0.5,0.0,0.0,141.45,100,2/29/2024
R. Hachimura - J. Hayes - M. Christie,LAL,1,1,300.0,200.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,125.0,123.0,69.68,80.0,2/29/2024
S. Dinwiddie - C. Reddish - A. Reaves,LAL,1,1,66.7,150.0,-83.3,100,1.00,25.0,0.0,100,50.0,0.3,50.0,50.0,134.40,-14.3,2/29/2024
T. Prince - C. Reddish - A. Reaves,LAL,1,1,66.7,150.0,-83.3,100,1.00,25.0,0.0,100,50.0,0.3,50.0,50.0,134.40,-14.3,2/29/2024
A. Davis - R. Hachimura - A. Reaves,LAL,1,34,117.9,132.4,-14.4,75.8,5.00,26.3,10.3,72.4,41.4,0.1,59.7,61.1,95.00,43.1,3/2/2024
L. James - A. Davis - A. Reaves,LAL,1,28,125.0,128.6,-3.6,79.3,4.60,28.4,9.1,81.0,44.2,0.1,66.0,67.6,95.89,47.3,3/2/2024
L. James - A. Davis - R. Hachimura,LAL,1,26,121.6,126.9,-5.4,80.8,4.20,28.4,10.0,81.0,46.3,0.1,63.0,64.9,96.00,47.0,3/2/2024
L. James - R. Hachimura - A. Reaves,LAL,1,26,121.6,124.5,-3.0,80.8,4.20,28.4,10.0,81.0,46.3,0.1,63.0,64.9,95.82,47.3,3/2/2024
A. Davis - D. Russell - R. Hachimura,LAL,1,22,112.8,115.6,-2.8,76.2,4.00,25.0,5.3,84.2,44.7,0.1,58.8,62.1,101.92,47.8,3/2/2024
D. Russell - R. Hachimura - A. Reaves,LAL,1,20,119.5,112.2,7.3,80.0,4.00,28.1,0.0,83.3,45.5,0.1,64.3,66.6,100.66,50.6,3/2/2024
L. James - D. Russell - A. Reaves,LAL,1,20,119.5,112.2,7.3,80.0,4.00,28.1,0.0,83.3,45.5,0.1,64.3,66.6,100.66,50.6,3/2/2024
L. James - D. Russell - R. Hachimura,LAL,1,20,119.5,112.2,7.3,80.0,4.00,28.1,0.0,83.3,45.5,0.1,64.3,66.6,100.66,50.6,3/2/2024
A. Davis - D. Russell - A. Reaves,LAL,1,19,119.5,115.0,4.5,80.0,4.00,28.1,0.0,83.3,45.5,0.1,64.3,66.6,100.99,50.2,3/2/2024
L. James - A. Davis - D. Russell,LAL,1,19,119.5,115.0,4.5,80.0,4.00,28.1,0.0,83.3,45.5,0.1,64.3,66.6,100.99,50.2,3/2/2024
A. Davis - S. Dinwiddie - A. Reaves,LAL,1,13,128.0,133.3,-5.3,69.2,0.00,25.7,8.3,50.0,27.3,0.0,64.6,64.3,94.50,41.1,3/2/2024
A. Davis - S. Dinwiddie - R. Hachimura,LAL,1,13,107.7,138.5,-30.8,63.6,0.00,20.0,14.3,54.5,32.0,0.0,50.0,52.3,93.58,34.6,3/2/2024
S. Dinwiddie - R. Hachimura - A. Reaves,LAL,1,11,120.0,136.4,-16.4,70.0,0.00,25.0,10.0,50.0,30.0,0.0,57.5,57.5,92.28,38.3,3/2/2024
A. Davis - C. Reddish - A. Reaves,LAL,1,10,122.2,172.2,-50.0,55.6,5.00,19.2,30.0,50.0,37.5,0.1,58.3,58.3,89.80,31.0,3/2/2024
D. Russell - C. Reddish - J. Hayes,LAL,1,9,135.3,137.5,-2.2,60.0,3.00,23.1,33.3,50.0,41.2,0.1,61.1,59.5,90.17,53.6,3/2/2024
L. James - C. Reddish - J. Hayes,LAL,1,9,135.3,137.5,-2.2,60.0,3.00,23.1,33.3,50.0,41.2,0.1,61.1,59.5,90.17,53.6,3/2/2024
L. James - D. Russell - C. Reddish,LAL,1,9,135.3,129.4,5.9,60.0,3.00,23.1,33.3,50.0,41.2,0.1,61.1,59.5,89.83,54.7,3/2/2024
L. James - D. Russell - J. Hayes,LAL,1,9,135.3,137.5,-2.2,60.0,3.00,23.1,33.3,50.0,41.2,0.1,61.1,59.5,90.17,53.6,3/2/2024
R. Hachimura - C. Reddish - A. Reaves,LAL,1,8,107.7,166.7,-59.0,50.0,3.00,15.8,37.5,50.0,42.9,0.1,46.4,47.0,87.98,22.7,3/2/2024
A. Davis - R. Hachimura - C. Reddish,LAL,1,7,107.7,178.6,-70.9,50.0,3.00,15.8,37.5,50.0,42.9,0.1,46.4,47.0,88.30,22.1,3/2/2024
A. Davis - S. Dinwiddie - T. Prince,LAL,1,7,81.3,118.8,-37.5,60.0,0.00,15.0,10.0,60.0,26.7,0.0,39.3,43.7,102.70,23.4,3/2/2024
A. Davis - T. Prince - R. Hachimura,LAL,1,7,86.7,135.7,-49.0,60.0,0.00,15.8,11.1,75.0,30.8,0.0,39.3,43.7,94.50,23.4,3/2/2024
L. James - C. Reddish - A. Reaves,LAL,1,7,127.3,166.7,-39.4,66.7,4.00,23.5,33.3,100,42.9,0.1,63.6,63.6,84.71,32.9,3/2/2024
L. James - S. Dinwiddie - C. Reddish,LAL,1,7,154.5,133.3,21.2,71.4,2.50,27.8,40.0,60.0,50.0,0.2,77.3,74.3,84.92,50.6,3/2/2024
S. Dinwiddie - T. Prince - R. Hachimura,LAL,1,7,86.7,135.7,-49.0,60.0,0.00,15.8,11.1,75.0,30.8,0.0,39.3,43.7,94.50,23.4,3/2/2024
A. Davis - S. Dinwiddie - C. Reddish,LAL,1,6,133.3,121.4,11.9,50.0,0.00,18.8,14.3,33.3,23.1,0.0,68.2,67.3,107.56,39.7,3/2/2024
L. James - A. Davis - C. Reddish,LAL,1,6,127.3,181.8,-54.5,66.7,4.00,23.5,33.3,100,42.9,0.1,63.6,63.6,84.93,32.1,3/2/2024
S. Dinwiddie - C. Reddish - A. Reaves,LAL,1,6,133.3,141.7,-8.3,50.0,0.00,18.8,16.7,40.0,27.3,0.0,68.2,67.3,101.26,39.7,3/2/2024
A. Davis - T. Prince - A. Reaves,LAL,1,5,100.0,130.0,-30.0,75.0,0.00,25.0,0.0,66.7,25.0,0.0,50.0,50.0,92.09,28.8,3/2/2024
D. Russell - T. Prince - C. Reddish,LAL,1,5,140.0,133.3,6.7,50.0,0.00,21.4,16.7,33.3,22.2,0.0,59.1,58.9,99.85,55.4,3/2/2024
D. Russell - T. Prince - J. Hayes,LAL,1,5,140.0,133.3,6.7,50.0,0.00,21.4,16.7,33.3,22.2,0.0,59.1,58.9,99.85,55.4,3/2/2024
L. James - A. Davis - S. Dinwiddie,LAL,1,5,166.7,120.0,46.7,83.3,0.00,35.7,0.0,50.0,20.0,0.0,93.8,93.8,94.02,56.7,3/2/2024
